param_value,mean_best,median_best,std_best,min_best,max_best,n
0.01,125016.61554428424,124367.26015199909,8903.48753437282,116455.58317000393,134227.00331084972,3
0.03,114866.2585701808,115680.7925144487,2816.434763090679,111732.3259392298,117185.6572568639,3
0.07,121255.84282177968,119691.43532813084,4280.342884914283,117977.77476639704,126098.31837081116,3
0.15,135817.31311324617,137130.91481553702,7105.947262081713,128146.21796992206,142174.80655427944,3
