param_value,mean_best,median_best,std_best,min_best,max_best,n
0,276553.7349114861,277692.3489399785,6929.533413799756,269125.41179406905,282843.44400041085,3
20,113895.59976083842,115142.5043266763,2168.9421323364318,111391.12867785564,115153.16627798331,3
5,124303.03779062984,122351.86455440828,4234.0124585435,121396.41450318538,129160.83431429583,3
50,112854.01397520222,112768.03915720127,1031.0926448283885,111868.60054298294,113925.40222542244,3
