param_value,mean_best,median_best,std_best,min_best,max_best,n
0,18025.333333333332,17438.0,1979.4669316089453,16406.0,20232.0,3
20,10941.333333333334,10920.0,153.11869034619275,10800.0,11104.0,3
5,10886.333333333334,10878.0,72.85830998131486,10818.0,10963.0,3
50,10815.0,10854.0,116.50321883965266,10684.0,10907.0,3
