param_value,mean_best,median_best,std_best,min_best,max_best,n
cx,158333.96212316898,157460.27681309733,4109.088031903629,154731.97946158645,162809.63009482317,3
ox,188591.46186176603,187021.74864668757,5588.551437272556,183955.62594123775,194797.0109973728,3
pmx,119901.38167323428,120231.83920542434,840.3806892179268,118946.00224595208,120526.30356832645,3
