param_value,mean_best,median_best,std_best,min_best,max_best,n
0.6,180881.08830253905,182002.03033445825,2493.716612515666,178023.6106987908,182617.62387436803,3
0.75,196805.34212663848,201596.5997885284,15259.396627004358,179725.29730685463,209094.12928453245,3
0.9,219873.55234135408,208747.7687153992,20633.508853657357,207190.77640427963,243682.11190438335,3
1.0,228229.27599773183,232121.1860927717,8156.470757897187,218855.81853799237,233710.82336243143,3
