param_value,mean_best,median_best,std_best,min_best,max_best,n
cx,263072.65155267244,261732.88529583465,10069.136940091115,253740.4704690856,273744.59889309714,3
ox,256903.9285665213,254833.6778524495,14291.56424756732,243760.3954846213,272117.7123624931,3
pmx,198644.21774254224,201466.52163446692,5100.454769821806,192756.39410711927,201709.7374860405,3
