param_value,mean_best,median_best,std_best,min_best,max_best,n
100,208305.14011213082,208394.8758617584,14117.638094160142,194142.8480395708,222377.69643506323,3
200,254578.76075602512,260411.8270698849,14025.40989287147,238578.12939950035,264746.32579869014,3
400,294198.52487168513,302114.95264856657,15275.533206011423,276589.686705651,303890.9352608378,3
50,208570.36131501547,203663.40949601636,15687.126314981988,195923.26439078728,226124.4100582428,3
