param_value,mean_best,median_best,std_best,min_best,max_best,n
rank,11637.666666666666,11374.0,701.6924777517094,11106.0,12433.0,3
roulette,15266.0,14576.0,1372.8696223604047,14375.0,16847.0,3
tournament,10974.666666666666,10963.0,58.380932960456896,10923.0,11038.0,3
