param_value,mean_best,median_best,std_best,min_best,max_best,n
100,285076.9769078146,284470.00764037203,7460.079929991847,277938.9238111235,292821.9992719484,3
1200,124774.90421166498,124122.3920910644,1225.481226910536,124013.74352257149,126188.57702135906,3
300,159214.7450893673,152356.04665642648,13050.009298170047,151024.2219082248,174263.9667034506,3
600,130124.123952344,129977.7581373955,1880.2023739264523,128321.38208705164,132073.23163258488,3
