n_pop,n_gen,p_mut,p_cx,selection_method,crossover_method,local_search_tries,local_moves,elite,tournament_k,param_name,param_value,repetition,best_length,time_s
50,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,50,2,125385.71665299246,4.94
100,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,100,0,121567.15095690545,9.77
100,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,100,1,120350.66571967956,9.74
100,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,100,2,120857.23282434413,9.78
200,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,200,0,121641.99306407198,20.16
200,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,200,1,120281.09024840173,19.55
200,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,200,2,139999.7778349718,18.8
400,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,400,0,186812.372920208,40.16
400,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,400,1,117278.7307616461,38.72
400,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,n_pop,400,2,115203.81607076776,39.13
80,200,0.01,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.01,0,134227.00331084972,8.01
80,200,0.01,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.01,1,116455.58317000393,7.79
80,200,0.01,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.01,2,124367.26015199907,7.98
80,200,0.03,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.03,0,117185.6572568639,8.43
80,200,0.03,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.03,1,111732.32593922979,8.16
80,200,0.03,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.03,2,115680.7925144487,8.22
80,200,0.07,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.07,0,126098.31837081116,7.91
80,200,0.07,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.07,1,119691.43532813083,8.01
80,200,0.07,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.07,2,117977.77476639705,7.88
80,200,0.15,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.15,0,137130.91481553702,8.0
80,200,0.15,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.15,1,142174.80655427944,7.83
80,200,0.15,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_mut,0.15,2,128146.21796992206,8.35
80,200,0.05,0.6,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.6,0,112043.6258885656,7.79
80,200,0.05,0.6,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.6,1,122279.80247412215,7.68
80,200,0.05,0.6,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.6,2,121551.63709152128,7.41
80,200,0.05,0.75,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.75,0,109354.3784682687,8.69
80,200,0.05,0.75,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.75,1,129499.91288061415,7.97
80,200,0.05,0.75,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.75,2,112043.95636960515,7.85
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.9,0,126926.89282292806,8.1
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.9,1,131201.12981339011,8.21
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,0.9,2,120541.37544365453,8.71
80,200,0.05,1.0,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,1.0,0,130529.00168397685,8.01
80,200,0.05,1.0,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,1.0,1,129627.95395760381,8.23
80,200,0.05,1.0,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,p_cx,1.0,2,120861.912276394,8.21
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,tournament,0,117735.7148265127,8.05
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,tournament,1,129428.83611322906,8.08
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,tournament,2,121813.38101043033,7.91
80,200,0.05,0.9,roulette,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,roulette,0,197384.71160363787,11.37
80,200,0.05,0.9,roulette,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,roulette,1,223369.51965037768,10.14
80,200,0.05,0.9,roulette,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,roulette,2,236444.32957729104,9.8
80,200,0.05,0.9,rank,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,rank,0,193397.5177145287,10.01
80,200,0.05,0.9,rank,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,rank,1,203917.3598444259,10.15
80,200,0.05,0.9,rank,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,selection_method,rank,2,230525.0848823934,9.95
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,pmx,0,120526.30356832645,8.11
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,pmx,1,120231.83920542434,8.72
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,pmx,2,118946.00224595207,8.04
80,200,0.05,0.9,tournament,ox,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,ox,0,194797.01099737282,6.98
80,200,0.05,0.9,tournament,ox,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,ox,1,183955.62594123778,7.29
80,200,0.05,0.9,tournament,ox,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,ox,2,187021.74864668754,7.13
80,200,0.05,0.9,tournament,cx,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,cx,0,157460.27681309733,7.69
80,200,0.05,0.9,tournament,cx,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,cx,1,154731.97946158645,7.62
80,200,0.05,0.9,tournament,cx,5,"['swap', 'two_opt', 'insertion']",1,3,crossover_method,cx,2,162809.63009482317,7.64
80,200,0.05,0.9,tournament,pmx,0,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,0,0,282843.44400041085,4.22
80,200,0.05,0.9,tournament,pmx,0,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,0,1,269125.41179406905,4.17
80,200,0.05,0.9,tournament,pmx,0,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,0,2,277692.3489399785,4.8
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,5,0,129160.83431429585,8.41
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,5,1,121396.41450318538,8.2
80,200,0.05,0.9,tournament,pmx,5,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,5,2,122351.86455440828,8.09
80,200,0.05,0.9,tournament,pmx,20,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,20,0,115142.5043266763,18.11
80,200,0.05,0.9,tournament,pmx,20,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,20,1,111391.12867785565,17.85
80,200,0.05,0.9,tournament,pmx,20,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,20,2,115153.16627798331,18.21
80,200,0.05,0.9,tournament,pmx,50,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,50,0,111868.60054298294,37.15
80,200,0.05,0.9,tournament,pmx,50,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,50,1,112768.03915720127,37.77
80,200,0.05,0.9,tournament,pmx,50,"['swap', 'two_opt', 'insertion']",1,3,local_search_tries,50,2,113925.40222542245,36.55
