param_value,mean_best,median_best,std_best,min_best,max_best,n
100,11368.333333333334,11094.0,613.3794366730376,10940.0,12071.0,3
1200,10967.666666666666,10952.0,39.87898360456738,10938.0,11013.0,3
300,10789.0,10831.0,91.53687781435414,10684.0,10852.0,3
600,10933.666666666666,10916.0,38.65660788705281,10907.0,10978.0,3
