param_value,mean_best,median_best,std_best,min_best,max_best,n
100,10952.0,11010.0,131.93559034619886,10801.0,11045.0,3
200,10892.333333333334,10907.0,118.68164699452619,10767.0,11003.0,3
400,10853.666666666666,10853.0,61.002732179250245,10793.0,10915.0,3
50,10808.0,10736.0,134.34656675925888,10725.0,10963.0,3
