param_value,mean_best,median_best,std_best,min_best,max_best,n
0.01,10895.0,10830.0,131.190700889964,10809.0,11046.0,3
0.03,10911.333333333334,10945.0,268.09015896398233,10628.0,11161.0,3
0.07,10874.333333333334,10889.0,229.35198567558407,10638.0,11096.0,3
0.15,10781.666666666666,10770.0,134.87895808217556,10653.0,10922.0,3
