param_value,mean_best,median_best,std_best,min_best,max_best,n
100,120925.0165003097,120857.23282434412,611.0687793879579,120350.66571967956,121567.15095690545,3
200,127307.62038248184,121641.99306407198,11012.772571769676,120281.09024840171,139999.7778349718,3
400,139764.97325087394,117278.7307616461,40757.44937404873,115203.81607076776,186812.372920208,3
50,126322.61253694024,125385.71665299246,14647.101661904755,112166.44914489384,141415.6718129344,3
